input,thread,free_mem,pid_mem
10000,1,99541204,83304.0
10000,1,99543536,85608.0
10000,1,99543876,88168.0
10000,1,99537904,90472.0
10000,1,99541140,93032.0
10000,1,99542224,95592.0
10000,1,99617112,15616.0
10000,1,99573072,71140.0
10000,1,99571076,73700.0
10000,1,99568324,76004.0
10000,1,99565108,78308.0
10000,1,99564896,80612.0
10000,1,99557588,77844.0
10000,1,99559024,79892.0
10000,1,99558540,82452.0
10000,1,99558856,84756.0
10000,1,99551164,87316.0
10000,1,99557340,89620.0
10000,1,99557592,91924.0
10000,1,99550108,94484.0
10000,1,99549756,97044.0
10000,1,99623652,14080.0
10000,1,99578468,73664.0
10000,1,99572504,76224.0
10000,1,99573756,79040.0
10000,1,99565736,81344.0
10000,1,99567124,84160.0
10000,1,99576120,71156.0
10000,1,99568380,73972.0
10000,1,99568824,76788.0
10000,1,99570884,79092.0
10000,1,99565336,81908.0
10000,1,99565624,84724.0
10000,1,99565984,87284.0
10000,2,99622800,13312.0
10000,2,99582476,61968.0
10000,2,99581568,66320.0
10000,2,99571520,70928.0
10000,2,99570600,75024.0
10000,2,99566324,79632.0
10000,2,99565136,83564.0
10000,2,99555112,88940.0
10000,2,99621688,17408.0
10000,2,99589076,71432.0
10000,2,99586916,75784.0
10000,2,99579940,80392.0
10000,2,99567884,85256.0
10000,2,99565492,87952.0
10000,2,99556240,92560.0
10000,2,99550024,97680.0
10000,2,99613912,16640.0
10000,2,99591656,56320.0
10000,2,99588344,60928.0
10000,2,99582760,65280.0
10000,2,99578764,69376.0
10000,2,99577888,73728.0
10000,2,99573100,78080.0
10000,2,99566932,82432.0
10000,2,99623924,13824.0
10000,2,99599640,56064.0
10000,2,99597172,60672.0
10000,2,99595332,65536.0
10000,2,99592680,69120.0
10000,2,99588376,73728.0
10000,2,99585984,77552.0
10000,2,99574948,81904.0
10000,2,99631140,15616.0
10000,2,99601672,56576.0
10000,2,99598396,60672.0
10000,2,99595148,65280.0
10000,2,99593376,69376.0
10000,2,99592172,73216.0
10000,2,99584612,76108.0
10000,2,99580076,80716.0
10000,4,99632892,14336.0
10000,4,99591000,74312.0
10000,4,99586360,86088.0
10000,4,99585604,96328.0
10000,4,99654356,14336.0
10000,4,99629872,61612.0
10000,4,99623000,70828.0
10000,4,99617944,79948.0
10000,4,99604308,87884.0
10000,4,99659408,16640.0
10000,4,99625836,62672.0
10000,4,99616640,72912.0
10000,4,99601536,83004.0
10000,4,99651112,15616.0
10000,4,99619156,60752.0
10000,4,99611252,69712.0
10000,4,99607532,76748.0
10000,4,99592380,85452.0
10000,4,99651816,12544.0
10000,4,99610768,62664.0
10000,4,99606136,72648.0
10000,4,99598704,80680.0
10000,8,99653448,15360.0
10000,8,99604736,79532.0
10000,8,99581808,97708.0
10000,8,99649500,16896.0
10000,8,99606548,72448.0
10000,8,99642068,13056.0
10000,8,99599600,69168.0
10000,8,99585292,86320.0
10000,8,99644312,15872.0
10000,8,99591536,71956.0
10000,8,99575476,91412.0
10000,8,99638556,16128.0
10000,8,99594656,67452.0
10000,8,99574752,84992.0
10000,16,99625452,13568.0
10000,16,99567496,93284.0
10000,16,99610340,11264.0
10000,16,99560816,95336.0
10000,16,99624796,16128.0
10000,16,99574584,85340.0
10000,16,99619732,14336.0
10000,16,99567024,78816.0
10000,16,99545264,102624.0
10000,16,99616360,15360.0
10000,16,99580068,67776.0
10000,32,99614000,13056.0
10000,32,99551260,93704.0
10000,32,99622884,13056.0
10000,32,99553356,95308.0
10000,32,99619328,18944.0
10000,32,99562924,93752.0
10000,32,99632700,16384.0
10000,32,99584604,76224.0
10000,32,99631964,15360.0
10000,32,99582864,74560.0
