input,thread,task_clock_msec,context_switches,cpu_migrations,page_faults,major_faults,dtlb_load_misses,cache_misses,cpu_cycles,instructions,branches,branch_misses,time_elapsed_sec,user_time_sec,sys_time_sec,ipc
16384,1,,3457,142,75239,0,919810,6686669,125618916866,129973501343,,,61.99719918,62.981842,0.756938,1.0346650376045283
16384,1,,3436,132,74621,0,861338,6789815,125768188970,130127477870,,,61.990543403,63.1485,0.761452,1.0346612997746183
16384,1,,3519,119,72604,0,902277,6568026,125452339274,129808784336,,,62.01385413,62.98393,0.744951,1.034725897398255
16384,1,,3374,114,73993,0,999404,6614656,125558320059,129972175635,,,61.984508777,63.063512,0.724017,1.0351538279098185
16384,1,,3538,140,69838,0,922258,6886267,125718634333,130039690153,,,61.986851623,63.02667,0.807854,1.0343708460000807
16384,2,,3162,115,81471,0,1361502,7508232,124906347977,129719990748,,,31.038752904,62.60538,0.702284,1.0385380154728916
16384,2,,3310,152,79943,0,1091095,7884026,125561963232,130236369724,,,31.130463141,62.940591,0.742688,1.037227886309512
16384,2,,3074,153,102321,0,1521595,8076570,125901971213,130295280016,,,31.197005773,62.996916,0.818661,1.034894678460335
16384,2,,3602,124,114733,0,1905940,9910098,126427619595,130614245865,,,31.219245593,63.13154,0.843753,1.0331148073768335
16384,2,,3128,139,98469,0,1518316,7906783,125618242842,130016562859,,,31.181686249,62.841152,0.710798,1.0350133859341761
16384,4,,6350,170,153188,0,2981073,20983141,128347063266,131681369110,,,16.44066268,64.082309,1.238812,1.0259788245960069
16384,4,,6587,197,148510,0,2771214,20664576,127842988097,131673404738,,,16.961850183,64.253968,1.270999,1.0299618829160477
16384,4,,6197,127,113876,0,1962254,16762157,126789836792,131270203381,,,18.814830728,63.701681,1.010169,1.0353369536735826
16384,4,,6414,182,150156,0,2852745,14717157,127937200295,131625915613,,,16.377940889,63.943969,1.178829,1.0288322341703156
16384,4,,7211,136,139053,0,2682170,16710511,127966098945,131562062774,,,24.870337402,64.381977,1.150624,1.0281009099960572
16384,8,,6355,123,120454,0,1990426,31067246,129501881165,132112704768,,,8.630875556,65.051878,1.1073,1.0201605071641664
16384,8,,5521,129,123882,0,1787772,25312358,128738417236,132252874902,,,8.960043511,65.117996,1.060348,1.0272992144959914
16384,8,,15062,150,118539,0,1955856,27288102,129365697339,132916500558,,,9.041977875,66.804331,1.165801,1.0274477956060886
16384,8,,14916,140,136989,0,1959362,28056801,129343878721,132679481880,,,9.231059225,67.153129,1.239153,1.0257886433589565
16384,8,,8537,140,116363,0,1941916,28261209,129115732938,132203101312,,,8.786453811,65.443018,0.975015,1.0239116357375482
16384,16,,8606,178,134108,0,2467093,35120669,130792556474,133121772110,,,4.778518937,67.248434,0.918522,1.0178084724298742
16384,16,,16531,209,132329,0,2595720,46237421,131695577065,133211539803,,,4.885447519,67.774764,1.04899,1.0115111135224517
16384,16,,12347,205,132739,0,2531338,37080779,130926481989,133609992801,,,5.03992106,66.909284,0.93704,1.0204963180193405
16384,16,,8238,233,171567,0,2997513,45108140,132043347536,133723311834,,,5.341678773,67.62204,1.53675,1.0127228242039379
16384,16,,9371,114,134104,0,2556344,51712140,132881158431,133419663461,,,5.40745605,68.720175,1.006676,1.0040525311214805
16384,32,,13153,1606,175932,0,3747603,86566123,128415623402,134866066913,,,2.753121161,63.546685,1.381254,1.0502309870101019
16384,32,,12364,1407,179241,0,3700075,104813382,133242598898,135673216173,,,3.002327755,65.76983,1.56371,1.0182420434238204
16384,32,,32731,2206,180548,0,4470691,95171082,130200837833,135601992339,,,2.754552194,64.524862,1.827638,1.0414832546079904
16384,32,,25234,1837,168470,0,4199578,76621187,126252485452,135265351037,,,2.585653732,62.22289,1.751688,1.0713876289463355
16384,32,,16913,1492,181003,0,3781439,93372392,131078050770,135321119709,,,2.906787131,64.655498,1.642902,1.0323705526140698
