input,thread,free_mem,pid_mem
32768,1,52046244,207952.0
32768,1,52046728,207952.0
32768,1,52047488,207952.0
32768,1,52047240,207952.0
32768,1,52047492,207952.0
32768,1,52048340,207952.0
32768,1,52049096,207952.0
32768,1,52050324,207952.0
32768,1,52049912,207952.0
32768,1,52050164,207952.0
32768,1,52049912,207952.0
32768,1,52050008,207952.0
32768,1,52050128,207952.0
32768,1,52050148,207952.0
32768,1,52049892,207952.0
32768,1,52050328,207952.0
32768,1,52050804,207952.0
32768,1,52051312,207952.0
32768,1,52051088,207952.0
32768,1,52051160,207952.0
32768,1,52051604,207952.0
32768,1,52051104,207952.0
32768,1,52050852,207952.0
32768,1,52051256,207952.0
32768,1,52051108,207952.0
32768,1,52050604,207952.0
32768,1,52050352,207952.0
32768,1,52042000,224080.0
32768,1,52041236,224080.0
32768,1,52040740,224080.0
32768,1,52040236,224080.0
32768,1,52039580,224080.0
32768,1,52039244,224080.0
32768,1,52039024,224080.0
32768,1,52043980,224080.0
32768,1,52043880,224080.0
32768,1,52044136,224080.0
32768,1,52043972,224080.0
32768,1,52044216,224080.0
32768,1,52043844,224080.0
32768,1,52043844,224080.0
32768,1,52043816,224080.0
32768,1,52043064,224080.0
32768,1,52042952,224080.0
32768,1,52041820,224080.0
32768,1,52041656,224080.0
32768,1,52041412,224080.0
32768,1,52040980,224080.0
32768,1,52040476,224080.0
32768,1,52040548,224080.0
32768,1,52040296,224080.0
32768,1,52041012,224080.0
32768,1,52040760,224080.0
32768,1,52040920,224080.0
32768,1,52040928,224080.0
32768,1,52040928,224080.0
32768,1,52040512,224080.0
32768,1,52040260,224080.0
32768,1,52040364,224080.0
32768,1,52040544,224080.0
32768,1,52040624,224080.0
32768,1,52040456,224080.0
32768,1,52040280,224080.0
32768,1,52040284,224080.0
32768,1,52040048,224080.0
32768,1,52040056,224080.0
32768,1,52040656,224080.0
32768,1,52035364,224080.0
32768,1,52034872,224080.0
32768,1,52037248,224080.0
32768,1,52037068,224080.0
32768,1,52036064,224080.0
32768,1,52036404,224080.0
32768,1,52036768,224080.0
32768,1,52034508,224080.0
32768,1,52034256,224080.0
32768,1,52034828,225360.0
32768,1,52036144,226896.0
32768,1,52028080,228688.0
32768,1,52028380,230224.0
32768,1,52028380,232016.0
32768,1,52028584,233552.0
32768,1,52029392,235088.0
32768,1,52021668,236880.0
32768,1,52021568,238416.0
32768,1,52021884,239952.0
32768,1,52021932,241488.0
32768,1,52022192,243280.0
32768,1,52014572,244816.0
32768,1,52014936,246352.0
32768,1,52014948,247888.0
32768,1,51988568,289360.0
32768,1,51986552,289360.0
32768,1,51985316,289360.0
32768,1,51984728,289360.0
32768,1,51983720,289360.0
32768,1,51983980,289360.0
32768,1,51983956,289360.0
32768,1,51983940,289360.0
32768,1,51983184,289360.0
32768,1,51983688,289360.0
32768,1,51983892,289360.0
32768,1,51984144,289360.0
32768,1,51984208,289360.0
32768,1,51984964,289360.0
32768,1,51984232,289360.0
32768,1,51983728,289360.0
32768,1,51983736,289360.0
32768,1,51983536,289360.0
32768,1,51983788,289360.0
32768,1,51983296,289360.0
32768,1,51981568,289360.0
32768,1,51984272,289360.0
32768,1,51985036,289360.0
32768,1,51985612,289360.0
32768,1,51986012,289360.0
32768,1,51986532,289360.0
32768,1,51985284,291520.0
32768,1,51985788,291520.0
32768,1,51985608,291520.0
32768,1,51985736,289500.0
32768,1,51985344,289500.0
32768,1,51985168,289500.0
32768,1,51985732,289500.0
32768,1,51984976,289500.0
32768,1,51985576,289500.0
32768,1,51979548,294876.0
32768,1,51930756,351196.0
32768,1,51929696,351196.0
32768,1,51929980,351196.0
32768,1,51929728,351196.0
32768,1,51929832,351196.0
32768,1,51929760,351196.0
32768,1,51929808,351196.0
32768,1,51929132,351196.0
32768,1,51929684,351196.0
32768,1,51929244,351196.0
32768,1,51929804,351196.0
32768,1,51930248,351196.0
32768,1,51930296,351196.0
32768,1,51929820,351196.0
32768,1,51930076,351196.0
32768,1,51929572,351196.0
32768,1,51929376,351196.0
32768,1,51929564,351196.0
32768,1,51929336,350424.0
32768,2,52244640,16384.0
32768,2,52197416,60372.0
32768,2,52185744,75576.0
32768,2,52175064,87608.0
32768,2,52154780,101432.0
32768,2,52139160,119608.0
32768,2,52115472,144696.0
32768,2,52098588,169016.0
32768,2,52097328,169016.0
32768,2,52098180,169016.0
32768,2,52098432,169016.0
32768,2,52098552,169272.0
32768,2,52098944,169272.0
32768,2,52099020,169272.0
32768,2,52099024,169272.0
32768,2,52100288,167336.0
32768,2,52100108,167336.0
32768,2,52101084,167336.0
32768,2,52087128,183464.0
32768,2,52085364,183464.0
32768,2,52085580,183464.0
32768,2,52086860,183464.0
32768,2,52087648,183464.0
32768,2,52087644,183464.0
32768,2,52086740,183464.0
32768,2,52087204,183464.0
32768,2,52086884,183464.0
32768,2,52087360,183464.0
32768,2,52087676,183464.0
32768,2,52079560,196520.0
32768,2,52078048,196520.0
32768,2,52077544,196520.0
32768,2,52078236,196520.0
32768,2,52078300,196520.0
32768,2,52079328,196520.0
32768,2,52078704,196520.0
32768,2,52078984,196520.0
32768,2,52078832,196520.0
32768,2,52078908,196520.0
32768,2,52082072,196520.0
32768,2,52082104,196520.0
32768,2,52081868,196520.0
32768,2,52081616,196520.0
32768,2,52080672,196520.0
32768,2,52080928,196520.0
32768,2,52081076,196520.0
32768,2,52081436,196520.0
32768,2,52081184,196520.0
32768,2,52081188,196520.0
32768,2,52080688,196520.0
32768,2,52059836,225960.0
32768,2,52057936,225960.0
32768,2,52057800,225960.0
32768,2,52057384,225960.0
32768,2,52058000,225960.0
32768,2,52056792,226216.0
32768,2,52056856,226216.0
32768,2,52057376,226216.0
32768,2,52057628,226216.0
32768,2,52057688,226216.0
32768,2,52058012,226216.0
32768,2,52058264,226216.0
32768,2,52058140,226216.0
32768,2,52058732,226216.0
32768,2,52059044,226216.0
32768,2,52059048,226216.0
32768,2,52059152,226216.0
32768,2,52059092,226216.0
32768,2,52055340,229856.0
32768,2,52055572,229856.0
32768,2,52052368,229856.0
32768,2,52048324,232672.0
32768,2,52039812,237280.0
32768,2,52031880,242144.0
32768,2,52024320,246752.0
32768,2,52024384,251360.0
32768,2,52016572,255968.0
32768,2,52017000,260320.0
32768,2,52017332,264928.0
32768,2,52000732,269536.0
32768,2,52001236,273888.0
32768,2,52001556,278496.0
