10000,8,MiB Mem :  15690.9 total,   6277.3 free,   7271.8 used,   3245.2 buff/cache     
10000,8,MiB Mem :  15690.9 total,   6282.1 free,   7267.1 used,   3195.1 buff/cache     
10000,8,MiB Mem :  15690.9 total,   6337.2 free,   7212.0 used,   3170.8 buff/cache     
10000,8,MiB Mem :  15690.9 total,   6327.6 free,   7221.5 used,   3194.7 buff/cache     
10000,8,MiB Mem :  15690.9 total,   6329.2 free,   7220.0 used,   3198.9 buff/cache     
10000,16,MiB Mem :  15690.9 total,   6358.7 free,   7190.6 used,   3190.9 buff/cache     
10000,16,MiB Mem :  15690.9 total,   6385.6 free,   7163.6 used,   3182.4 buff/cache     
10000,16,MiB Mem :  15690.9 total,   6352.7 free,   7196.5 used,   3186.5 buff/cache     
10000,16,MiB Mem :  15690.9 total,   6351.2 free,   7198.1 used,   3191.0 buff/cache     
10000,16,MiB Mem :  15690.9 total,   6347.5 free,   7201.7 used,   3177.1 buff/cache     
10000,32,MiB Mem :  15690.9 total,   6339.3 free,   7209.8 used,   3189.6 buff/cache     
10000,32,MiB Mem :  15690.9 total,   6356.8 free,   7192.4 used,   3147.1 buff/cache     
10000,32,MiB Mem :  15690.9 total,   6469.5 free,   7079.7 used,   3080.2 buff/cache     
10000,32,MiB Mem :  15690.9 total,   6386.1 free,   7163.3 used,   3132.4 buff/cache     
10000,32,MiB Mem :  15690.9 total,   6421.9 free,   7127.2 used,   3106.7 buff/cache     
